,idmb_id,plot,SentimentScore Military,OverallSentiment Military,SentimentScore Army,OverallSentiment Army,SentimentScore AirForce,OverallSentiment AirForce,SentimentScore Navy,OverallSentiment Navy,SentimentScore War,OverallSentiment War,SentimentScore Marine,OverallSentiment Marine
400,tt0116823,"motovational speaker jack corcoran is determined to get his career off the ground, but the biggest gigs he can get are the ones nobody wants. then one day, he receives a telegram that his circus clown father has passed away, and has left a huge inheritance. when he gets there, he finds that his inheritance has come in the form of a elephant that was his father's pride and joy in circus acts. his main intention is to sell the pacaderm off. jack must choose between loud and rude zookeeper mo or attractive animal show owner terry. as the two trek through the country jack and the elephant develop a bond, and it changes his approach on life for the better.","[0.14040914, 0.84245384, 0.017137066]",1,"[0.13299057, 0.8500364, 0.016973]",1,"[0.2762004, 0.6845216, 0.039277956]",1,"[0.090427555, 0.85211295, 0.057459477]",1,"[0.5506636, 0.3762308, 0.07310565]",0,"[0.30789158, 0.6649205, 0.027187973]",1
401,tt0107362,"young danny madigan is a big fan of jack slater, a larger than life action hero played by arnold schwarzenegger. when his best friend, nick the projectionist, gives him a magic ticket to the new jack slater film, danny is transported into slater's world, where the good guys always win. one of slater's enemies, benedict the hitman, gets hold of the ticket and ends up in danny's world, where he realises that if he can kill schwarzenegger, slater will be no more. slater and danny must travel back and stop him.","[0.30761912, 0.66956306, 0.02281785]",1,"[0.2150273, 0.76371115, 0.021261603]",1,"[0.42861283, 0.50643, 0.06495723]",1,"[0.16202345, 0.7472224, 0.09075415]",1,"[0.7913014, 0.15354341, 0.055155143]",0,"[0.47227296, 0.48272908, 0.044997893]",1
402,tt0091383,"following the close of world war ii, general george s. patton is seriously injured in a car accident and not expected to survive. the last days of patton tells the story of these last few months of the general's life and the army medical corps efforts to save him. intermixed with flashbacks, the film also shows patton's earlier career as a fledging tank commander during the first world war.","[0.21057577, 0.76411307, 0.025311224]",1,"[0.36440334, 0.5353875, 0.1002091]",1,"[0.3057491, 0.6555546, 0.0386963]",1,"[0.19018771, 0.78615654, 0.023655754]",1,"[0.8813779, 0.02383212, 0.09478999]",0,"[0.089530274, 0.044865254, 0.8656045]",2
403,tt0085823,an american journalist covering the civil war in nicaragua falls in love with a beautiful sandinista rebel.,"[0.11524746, 0.28537095, 0.5993816]",2,"[0.2336519, 0.56987935, 0.19646879]",1,"[0.121403545, 0.067919105, 0.81067735]",2,"[0.17394741, 0.662026, 0.1640266]",1,"[0.42929074, 0.017316861, 0.5533924]",2,"[0.016350586, 0.016476672, 0.96717274]",2
404,tt0093377,"this made for tv film chronicles the years 1934through1963, tracing the beginnings of johnson's public career, chronicling his reputation for down and dirty politicking, and following his progress.","[0.4353461, 0.5309223, 0.03373157]",1,"[0.23667985, 0.7400382, 0.023281904]",1,"[0.335793, 0.60850954, 0.05569741]",1,"[0.28892547, 0.66106945, 0.050005063]",1,"[0.65697813, 0.2985831, 0.04443883]",0,"[0.40866047, 0.5586001, 0.032739453]",1
405,tt0114009,"born in 1943 during german occupation of their french town, patrick and marie josé have been best friends; now teens, they experiment with sex, which doesn't seem to bring them closer. patrick has also taken to american jazz, hanging out at a nearby army base where he picks up the drums and comes to the attention of a caberra, a brutish american sergeant who enjoys starting fights with black soldiers. caberra gives patrick a drum kit, talks to him about life, and introduces him around. patrick meets trudy, an american teen who loves buddy holly. marie josé is jealous and establishes her own liaison. what of patrick and marie josé's pact to be friends forever?","[0.6777675, 0.05811605, 0.26411644]",0,"[0.80561966, 0.029582491, 0.1647979]",0,"[0.675002, 0.27231485, 0.05268321]",0,"[0.38367528, 0.5454138, 0.07091093]",1,"[0.8843394, 0.07900402, 0.036656667]",0,"[0.7615992, 0.17235968, 0.06604117]",0
406,tt0097737,underwater deep sea miners encounter a soviet wreck and bring back a dangerous cargo to their base on the ocean floor with horrifying results. the crew of the mining base must fight to survive against a genetic mutation that hunts them down one by one.,"[0.3106289, 0.6731648, 0.016206337]",1,"[0.25057545, 0.7328759, 0.016548667]",1,"[0.41952032, 0.508926, 0.07155374]",1,"[0.19540967, 0.771301, 0.033289257]",1,"[0.8780987, 0.10229309, 0.019608237]",0,"[0.41510755, 0.56089526, 0.02399719]",1
407,tt0097742,"james bond is on possibly his most brutal mission yet. bond's good friend, felix leiter, is left near death, by drug baron franz sanchez. bond sets off on the hunt for sanchez, but not everyone is happy. mi6 does not feel sanchez is their problem and strips bond of his license to kill making bond more dangerous than ever. bond gains the aid of one of leiter's friends, known as pam bouvier and sneaks his way into the drug factories, which sanchez owns. will bond be able to keep his identity secret, or will sanchez see bond's true intentions?","[0.47972274, 0.51178354, 0.008493696]",1,"[0.44926786, 0.54015464, 0.010577509]",1,"[0.631025, 0.35863197, 0.010342992]",0,"[0.3937589, 0.5957105, 0.010530655]",1,"[0.8484932, 0.14485928, 0.0066475477]",0,"[0.6995221, 0.29127353, 0.009204427]",0
408,tt0157233,"evangelistic in content and emphasis, life flight is an action packed, family program about finding meaning in life.","[0.0741497, 0.09443416, 0.83141613]",2,"[0.12712774, 0.56172967, 0.31114265]",1,"[0.0043049273, 0.004891104, 0.99080396]",2,"[0.08362747, 0.35189804, 0.5644745]",2,"[0.08895417, 0.16218746, 0.74885833]",2,"[0.005143309, 0.007180788, 0.9876759]",2
409,tt0068860,deals with the problems facing a group of women married to men who are missing in vietnam action.,"[0.047125183, 0.9465274, 0.0063473918]",1,"[0.0450801, 0.9494124, 0.005507531]",1,"[0.15385671, 0.79163116, 0.054512184]",1,"[0.03602034, 0.95737386, 0.0066057877]",1,"[0.5121058, 0.47698796, 0.01090626]",0,"[0.034634087, 0.9574867, 0.007879203]",1
410,tt0116905,"john sayles' murder mystery explores interpersonal and interracial tensions in rio county, texas. sam deeds is the local sheriff who is called to investigate a 40-year old skeleton found in the desert....as sam delves deeper into the town's dark secrets, he begins to learn more about his father, the legendary former sheriff buddy deeds, who replaced the corrupt charlie wade. while sam puzzles out the long past events surrounding the mystery corpse, he also longs to rekindle a romance with his old high school flame. sayles' complex characters are brought together as the tightly woven plot finally draws to its dramatic close.","[0.32870546, 0.6150681, 0.056226507]",1,"[0.19107182, 0.7658728, 0.04305535]",1,"[0.37897137, 0.500238, 0.120790675]",1,"[0.18819785, 0.6062218, 0.20558037]",1,"[0.6226952, 0.28824595, 0.08905889]",0,"[0.5846317, 0.20136261, 0.21400568]",0
411,tt1091191,"marcus luttrell, a navy seal, and his team set out on a mission to capture or kill notorious taliban leader ahmad shah, in late june 2005. after running into mountain herders and capturing them, they were left with no choice but to follow their rules of engagement or be imprisoned. now marcus and his team are left to fight for their lives in one of the most valiant efforts of modern warfare.","[0.3864897, 0.48292872, 0.13058159]",1,"[0.38514888, 0.52218735, 0.09266381]",1,"[0.4420768, 0.3325404, 0.2253828]",0,"[0.7574381, 0.060828436, 0.18173337]",0,"[0.35373086, 0.052190267, 0.59407884]",2,"[0.5454672, 0.3103139, 0.14421892]",0
412,tt0056197,"tells the story of the d day invasion of normandy in wwii. there are dozens of characters, some seen only briefly, who together weave the story of five separate invasion points that made up the operation.","[0.5172557, 0.46199292, 0.020751346]",0,"[0.48094997, 0.501018, 0.01803208]",1,"[0.5292736, 0.42778325, 0.0429431]",0,"[0.4100641, 0.5613404, 0.028595503]",1,"[0.94777304, 0.026779324, 0.025447685]",0,"[0.7335312, 0.23528978, 0.031179117]",0
413,tt0104765,"dallas housewife lurene hallett's life revolves around the doings of jacqueline kennedy. she is devastated when president kennedy is shot a few hours after she sees him arrive at love field. despite her husband ray's prohibition, she decides to attend the funeral in washington d.c. forced to travel by bus, she befriends jonell, the young black daughter of paul couter. sensing something wrong, her good intentioned interference leads the mixed race threesome on an increasingly difficult journey to washington with both the police and ray looking for them.","[0.27487692, 0.68644106, 0.038682044]",1,"[0.22142, 0.7514217, 0.02715831]",1,"[0.28260785, 0.6490708, 0.068321325]",1,"[0.17632687, 0.78334385, 0.040329296]",1,"[0.43084812, 0.5065466, 0.06260533]",1,"[0.35271034, 0.592446, 0.05484365]",1
414,tt0068098,"the 4077th mobile army surgical hospital is stuck in the middle of the korean war. with little help from the circumstances they find themselves in, they are forced to make their own fun. fond of practical jokes and revenge, the doctors, nurses, administrators, and soldiers often find ways of making wartime life bearable. nevertheless, the war goes on,","[0.514603, 0.21100035, 0.27439666]",0,"[0.32827437, 0.3724482, 0.2992774]",1,"[0.45897093, 0.43106505, 0.109964065]",0,"[0.275828, 0.4569509, 0.2672211]",1,"[0.83726877, 0.011847576, 0.1508837]",0,"[0.6210511, 0.28819513, 0.09075379]",0
415,tt0095560,an alien trying to escape from nasa is befriended by a wheelchair bound boy.,"[0.65438974, 0.28312442, 0.062485848]",0,"[0.3852812, 0.5966676, 0.018051252]",1,"[0.4898438, 0.39545345, 0.11470277]",0,"[0.4644567, 0.48988822, 0.04565508]",1,"[0.9152464, 0.056250352, 0.028503262]",0,"[0.79497284, 0.049592875, 0.15543433]",0
416,tt0076342,"the story of general of the army douglas macarthur, supreme allied commander during world war ii and united nations commander for the korean war. macarthur begins in 1942, following the fall of phillipines, and covers the remarkable career of this military legend up through and including the korean war and into macarthur's days of forced retirement after being dismissed from his post by president truman.","[0.200379, 0.057574965, 0.74204606]",2,"[0.4400492, 0.05603403, 0.50391674]",2,"[0.415278, 0.2629941, 0.32172796]",0,"[0.5037562, 0.15607679, 0.34016705]",0,"[0.92421454, 0.016012052, 0.05977341]",0,"[0.51392037, 0.1939219, 0.29215774]",0
417,tt0005682,the story of a japanese woman and the tragedy that ensues when she loves an american naval officer.,"[0.18904749, 0.7691313, 0.041821267]",1,"[0.276607, 0.7002053, 0.02318768]",1,"[0.4299742, 0.3710595, 0.19896632]",0,"[0.15574716, 0.7370471, 0.107205726]",1,"[0.9434846, 0.029663146, 0.026852265]",0,"[0.31227136, 0.49762625, 0.19010243]",1
418,tt0639723,"magnum goes on a soul searching trek after a being terminated from a case he couldn't solve. his trip leads him to the top of a mountain where he spotted an old plane crash from wwii, only ...","[0.5803856, 0.40268633, 0.016928064]",0,"[0.5100768, 0.46914616, 0.020777028]",0,"[0.585902, 0.39393806, 0.020159958]",0,"[0.6260327, 0.3395648, 0.034402505]",0,"[0.84735954, 0.12703104, 0.02560944]",0,"[0.7553573, 0.22298758, 0.021655172]",0
419,tt0639719,"magnum returns to virginia on vacation and reflects on his life, his marriage to michelle and his experiences. he hastily returns to hawaii when tv reporter linda lee ellison is attacked.","[0.15576456, 0.83108765, 0.013147792]",1,"[0.11855736, 0.8716785, 0.009764211]",1,"[0.25754216, 0.7006716, 0.041786216]",1,"[0.50145036, 0.47389677, 0.024652833]",0,"[0.6547492, 0.3344242, 0.010826584]",0,"[0.22817147, 0.75226253, 0.019566057]",1
420,tt2242414,someone special comes into magnum's life. robin masters' identity is revealed. magnum resigns his position at robin's nest and makes a life change. rick gets married.,"[0.81233, 0.1707005, 0.016969513]",0,"[0.60768926, 0.37507623, 0.017234454]",0,"[0.7515891, 0.22550328, 0.022907585]",0,"[0.6609727, 0.32305634, 0.01597093]",0,"[0.9554607, 0.029895486, 0.014643775]",0,"[0.87559617, 0.1033927, 0.021011151]",0
421,tt1034320,"when fluffy, bubble gum movie star megan valentine suddenly finds herself broke and humiliated in the public eye, she wanders from the wreckage of a car accident and witlessly enlists in the u.s. army hoping in vain that it will change her life.","[0.5909779, 0.075945325, 0.33307678]",0,"[0.44805294, 0.057742495, 0.49420458]",2,"[0.35063183, 0.5322862, 0.11708195]",1,"[0.24341412, 0.6994453, 0.057140604]",1,"[0.85266316, 0.11897678, 0.028360065]",0,"[0.40718257, 0.54252607, 0.050291367]",1
422,tt0110443,"major benson winifred payne is being discharged from the marines. payne is a killin' machine, but the wars of the world are no longer fought on the battlefield. a career marine, he has no idea what to do as a civilian, so his commander finds him a job commanding officer of a local school's jrotc program, a bunch or ragtag losers with no hope. using such teaching tools as live grenades and real bullets, payne starts to instill the corps with some hope. but when payne is recalled to fight in bosnia, will he leave the corps that has just started to believe in him, or will he find out that killin' ain't much of a livin'?","[0.38469955, 0.22214139, 0.39315903]",2,"[0.6359203, 0.19564387, 0.1684358]",0,"[0.629776, 0.30326304, 0.06696098]",0,"[0.48235512, 0.29676124, 0.22088367]",0,"[0.3882991, 0.36648625, 0.24521469]",0,"[0.24856696, 0.07822155, 0.67321146]",2
423,tt0056218,"major ben marco frank sinatra is an intelligence officer in the u.s. army. he served valiantly as a captain in the korean war and his sergeant, raymond shaw laurence harvey, even won the medal of honor. marco has a major problem however: he has a recurring nightmare, one where two members of his squad are killed by shaw. he's put on indefinite sick leave and visits shaw in new york. shaw for his part has established himself well, despite the misgivings of his domineering mother, mrs. eleanor shaw iselin angela lansbury. she is a red baiter, accusing anyone who disagrees with her right wing reactionary views of being a communist. raymond hates her, not only for how she's treated him but equally because of his step father, the ineffectual u.s. senator john iselin james gregory, who is intent on seeking higher office. when marco learns that others in his korean war unit have nightmares similar to his own, he realizes that something happened to all of them in korea and that raymond shaw is the focal point.","[0.5947738, 0.33066592, 0.074560285]",0,"[0.64882624, 0.27045095, 0.08072278]",0,"[0.6001532, 0.33208764, 0.06775911]",0,"[0.49863547, 0.44388166, 0.057482876]",0,"[0.89098537, 0.05507977, 0.05393488]",0,"[0.7106527, 0.20884569, 0.080501646]",0
424,tt0097834,biographical account of pioneering photographer's career.,"[0.39488944, 0.20507264, 0.4000379]",2,"[0.28106052, 0.62146187, 0.09747762]",1,"[0.4202482, 0.29261902, 0.28713277]",0,"[0.29324436, 0.3541529, 0.3526028]",1,"[0.70279795, 0.08346077, 0.21374123]",0,"[0.36572197, 0.06883388, 0.5654442]",2
425,tt0037048,"a u.s. marine major tries to keep his captain on the right track through combat on guadalcanal, training new recruits in san diego, and a relationship with a waaaf while on leave in australia.","[0.6682387, 0.1591206, 0.1726407]",0,"[0.6926575, 0.2609365, 0.046406046]",0,"[0.61570615, 0.22743933, 0.15685451]",0,"[0.6854991, 0.15379445, 0.16070645]",0,"[0.90938467, 0.014437025, 0.076178305]",0,"[0.4675468, 0.060142923, 0.47231027]",2
426,tt0055144,"four privates romp their way through occupied japan while on leave, finding a little romance and some laughs. after it's over they head to the front lines of the korean war where brutality and death are constant.","[0.43375313, 0.51270336, 0.053543556]",1,"[0.3641912, 0.5782866, 0.05752222]",1,"[0.32853615, 0.58480394, 0.08665997]",1,"[0.25492835, 0.6859027, 0.05916902]",1,"[0.8224882, 0.033813775, 0.14369805]",0,"[0.5624882, 0.35560295, 0.081908815]",0
427,tt0107529,"a showman introduces a small coastal town to a unique movie experience and capitalises on the cuban missile crisis hysteria with a kitschy horror extravaganza combining film effects, stage props and actors in rubber suits in this salute to the b movie.","[0.23780836, 0.56690645, 0.19528522]",1,"[0.14039484, 0.7831794, 0.07642578]",1,"[0.15017103, 0.59012187, 0.25970712]",1,"[0.12193395, 0.787721, 0.090344965]",1,"[0.2884201, 0.31709486, 0.3944851]",2,"[0.24780105, 0.38885558, 0.36334336]",1
428,tt0048364,"mac's plans to settle down and raise a family are upset by the korean war. he goes as a fighter pilot and returns a hero, the first triple ace of the war. his neighbors have built a home for mac and his devoted wife and their three children. now he has an offer to test pilot new sabre jets. his wife is uneasy but knows she cannot ground her man.","[0.26501283, 0.69886124, 0.036125958]",1,"[0.22035782, 0.7568881, 0.022754071]",1,"[0.3571849, 0.54144764, 0.10136753]",1,"[0.23075427, 0.727046, 0.042199757]",1,"[0.32883558, 0.46135354, 0.20981091]",1,"[0.432001, 0.5173647, 0.050634295]",1
429,tt0058336,the crazy crew of mchale decide to use their pt boat as an off track betting parlor and run in to lots of trouble when they owe money to some marines and a horse they bought causes a japanese sub to run aground.,"[0.2278353, 0.75209683, 0.020067891]",1,"[0.20736134, 0.773047, 0.019591661]",1,"[0.23546432, 0.71627593, 0.04825981]",1,"[0.17963657, 0.7850631, 0.035300355]",1,"[0.6494348, 0.3339239, 0.016641296]",0,"[0.20934038, 0.76350147, 0.027158149]",1
430,tt0084316,"ace hunter is the leader of megaforce, an elite group of american soldiers who travel the world to fight evil. in this case, evil is represented by a third rate dictator who they must blow to bits.","[0.39737397, 0.17313895, 0.4294871]",2,"[0.2573276, 0.17662978, 0.56604266]",2,"[0.2498268, 0.6184394, 0.13173383]",1,"[0.27927008, 0.66114795, 0.059581976]",1,"[0.65783787, 0.27811465, 0.06404747]",0,"[0.34452605, 0.5957595, 0.05971446]",1
431,tt0100133,"it's may 1943 at a us army air corps base in england. the four officers and six enlisted men of the memphis belle a b bomber so nicknamed for the girlfriend of its stern and stoic captain, dennis dearborn will soon start their twenty fifth mission, having completed their previous twenty four successfully with nary an incident, while fewer and fewer other planes are coming back from their missions at all. if they complete their next mission successfully, they will be the first army air corps b crew to complete their tour of duty. visiting communications officer lt. col. bruce derringer wants to publicize and highly tout their accomplishment, even before it happens, as a long term good news campaign at a time when there is little good news to report. derringer's plan is against the wishes of the base commander, col. craig harriman, who would prefer to treat the ten as any of his other hard working men. the previous success of the memphis belle is despite the disparate natures of the ten men, whose personalities and backgrounds could not be more different. each of the ten has a differing view of derringer's publicity campaign as well as to the probable success or failure of what will be their last mission regardless, a dangerous one into enemy territory over the skies of bremen, germany.","[0.53187793, 0.23400201, 0.23412007]",0,"[0.5565737, 0.20106842, 0.24235791]",0,"[0.4683911, 0.22738959, 0.3042193]",0,"[0.48751175, 0.37505087, 0.13743739]",0,"[0.48012325, 0.34849933, 0.17137747]",0,"[0.4935833, 0.22872233, 0.27769434]",0
432,tt0047230,"a famous writer visits an aircraft carrier during the korean war to learn more about it and the way it's run. he also gets to find out more about the navy and marine aviators themselves, their internal and external conflicts and dangers of their job.","[0.94894344, 0.030205462, 0.020851057]",0,"[0.79586226, 0.19041495, 0.013722825]",0,"[0.87472534, 0.062916584, 0.062358063]",0,"[0.93640393, 0.009013097, 0.054582905]",0,"[0.9801789, 0.0037460513, 0.01607507]",0,"[0.9334469, 0.049034994, 0.01751808]",0
433,tt0021140,"aboard the u.s. submarine s13 in the china seas, chief torpedoman burke goes about his duties. in actuality, he is quartermaine, the infamous former commander of the british ship royal scot, which was sunk by germans with a field marshal aboard. quartermaine had told his sweetheart that the field marshal would be aboard, not knowing that she was an informant for the enemy. when the s13 sinks, burke takes charge when the commander, ensign price, is unable to command. burke must keep his mates alive long enough on the bottom of the sea for rescuers to arrive.","[0.5072584, 0.46396106, 0.028780492]",0,"[0.40115494, 0.5790171, 0.019828046]",1,"[0.62207156, 0.28961703, 0.08831147]",0,"[0.61149234, 0.12947275, 0.2590349]",0,"[0.9187265, 0.06235048, 0.018923033]",0,"[0.7205647, 0.22825974, 0.051175542]",0
434,tt0042727,"ex gi ken who as a result of a war wound is paralyzed below the waist. in the hospital back home, he passes through an initial period of depression with the help of a sympathetic dr. brock and his faithful fiancée ellen. ken's bitter isolation is also overcome with the help of his fellow patients, especially the intelligent young cynic norm, the witty leo and serious young angel. soon ken throws himself into the work rehabilitation and after a long period of physical therapy even suspects he may regain the use of his limbs. with the approval and help of the doctor, he and ellen marry, but on their wedding night both have misgivings about the marriage: the full realization of ellen's new responsibilities frighten her and makes her more uncertain than ever, and ken reverts to self pity. there is a violent argument, and he goes back to the hospital. but his blazing anger finds no sympathy from his buddies, and after a surprising conversation with dr. brock, ken realizes that he must return to his wife, with whom he must try to build his new life, in spite of all the attendant difficulties.","[0.22618206, 0.75521106, 0.018606897]",1,"[0.13272354, 0.85094935, 0.016327167]",1,"[0.30334362, 0.653139, 0.043517336]",1,"[0.09113957, 0.8904414, 0.018419055]",1,"[0.31955847, 0.66444683, 0.015994662]",1,"[0.3559115, 0.60998523, 0.0341033]",1
435,tt0056234,"brigadier general frank d. merrill leads the 3,000 american volunteers of his 5307th composite unit provisional, aka merrill's marauders, behind japanese lines across burma to myitkyina, pushing beyond their limits and fighting pitched battles at every strong point.","[0.41326874, 0.5294474, 0.057283908]",1,"[0.46487495, 0.48802516, 0.047099885]",1,"[0.39401454, 0.52685016, 0.07913535]",1,"[0.4847311, 0.46659526, 0.04867364]",0,"[0.9598309, 0.021540103, 0.01862907]",0,"[0.41075572, 0.55596244, 0.033281874]",1
436,tt0790712,"while on a recent deployment to iraq, us army staff sergeant will montgomery is injured when an improvised explosive device goes off within close proximity to him. he is back in the states recovering from the more serious of those injuries, including one to his eye and leg. he has resumed a sexual relationship with his long time girlfriend kelly, despite the fact that she is now engaged to another man who will knows. with the few months will has left in his enlistment, the army assigns him to the casualty notification team in his area. not having a background in counseling, psychology or grief management, he is unsure if he is well suited to this job. he is partnered with a career soldier, captain tony stone, who teaches will the precise protocol involved in the job. tony tells will, who quickly learns by on the job experience, that this job has its own dangers. as will learns to adapt to the range of emotions of the next of kin, he is unprepared for the reaction of olivia pitterson, whose husband was killed in iraq. his initial encounter with olivia leads to him wanting to get to know her better, which may not be in either her or his best interest. despite being a recovering alcoholic, the more experienced tony tries to guide will as best he can under their collective circumstances.","[0.5932458, 0.24283855, 0.16391566]",0,"[0.63805187, 0.16044779, 0.2015004]",0,"[0.5210619, 0.36632898, 0.11260914]",0,"[0.4729703, 0.44623575, 0.080794014]",0,"[0.73372865, 0.2510089, 0.015262516]",0,"[0.5915418, 0.19461969, 0.21383849]",0
437,tt0647066,"crockett and tubbs, figuring they're on their way out, are recruited by the government to help a dictator escape from his war torn country with double crosses at every turn.","[0.57272977, 0.38651335, 0.0407569]",0,"[0.36745104, 0.6048794, 0.027669558]",1,"[0.50116813, 0.45207518, 0.04675667]",0,"[0.4271154, 0.52817774, 0.044706855]",1,"[0.78473634, 0.097118974, 0.11814467]",0,"[0.6457552, 0.31835037, 0.035894495]",0
438,tt0016109,"naval academy upperclassman james randall falls for patricia lawrence, a plebe's sister. she is engaged to the wealthy but ne'er do well basil courtney, who comes up with a scheme to discredit his rival that involves a loose woman and framing james for a technical violation that can get him kicked out of the academy. complications ensue.","[0.50899035, 0.46132496, 0.029684698]",0,"[0.31442142, 0.6625282, 0.023050405]",1,"[0.50919473, 0.44161138, 0.049193885]",0,"[0.62038225, 0.10404757, 0.27557015]",0,"[0.93385327, 0.04737925, 0.018767463]",0,"[0.6907606, 0.26537967, 0.04385979]",0
439,tt0024336,"given a last chance, after failing to graduate with his class at the united states naval academy in annapolis,maryland because he was reported by a jealous rival for being out after 'taps,...","[0.38282844, 0.60407984, 0.0130917365]",1,"[0.36294407, 0.6235121, 0.013543814]",1,"[0.39273465, 0.5882993, 0.018966153]",1,"[0.5423195, 0.43239385, 0.02528671]",0,"[0.8495283, 0.14351006, 0.006961555]",0,"[0.4209324, 0.56612897, 0.01293863]",1
440,tt0074899,"the summer of 1942 brought naval stalemate to the pacific as the american and japanese fleets stood at even numbers each waiting for the other to begin a renewed offensive. midway tells the story of this historic june battle where a japanese carrier force, in an attempt to occupy midway island and lure the american fleet to destruction, was meet valiently by us forces operating off of three aircraft carriers and numerous escort ships. it was the first battle in which naval air power was extensivly used, and at its conclusion the japanese carrier force had been completly destroyed which lead the way for the us 1943and44 offensives which would eventually bring the pacific war to a close.","[0.20645787, 0.771393, 0.022149162]",1,"[0.22473435, 0.7601349, 0.015130796]",1,"[0.27533203, 0.68900055, 0.035667423]",1,"[0.3064219, 0.6222622, 0.07131594]",1,"[0.7664014, 0.04129062, 0.1923079]",0,"[0.41739634, 0.5401326, 0.042471014]",1
441,tt0100154,"miss, what's that? the kid asked the stewardess, pointing to a small crack that he noticed in celing above him. at that point, the crack widens and the entire roof of the airplane is ripped off. based on a true story.","[0.45753303, 0.51639545, 0.026071556]",1,"[0.15383142, 0.8336717, 0.012496885]",1,"[0.37339598, 0.56430864, 0.06229536]",1,"[0.16031064, 0.79855967, 0.04112969]",1,"[0.5919194, 0.34018123, 0.0678993]",0,"[0.40767515, 0.5641766, 0.02814823]",1
442,tt0060009,"jim phelps is the head of a super secret government agency impossible missions, and is often given secret anonymous covert missions to attempt; quite often they are unmasking of criminals or the rescuing of hostages. he picks his team depending on which tasks need to be done. one thing is vital on an impossible mission: the mission must be carried out in entire secrecy, often relying on high tech equipment and elaborate deceptions.","[0.16766173, 0.78646535, 0.04587291]",1,"[0.13878204, 0.8325523, 0.028665688]",1,"[0.13560532, 0.7971725, 0.067222215]",1,"[0.13091639, 0.81540436, 0.053679302]",1,"[0.47669744, 0.44292128, 0.08038125]",0,"[0.29457188, 0.6099833, 0.095444806]",1
443,tt0102455,"true story of the sinking of the u.s.s. indianapolis, its crew's struggle to survive the sharks and exposure, and the captain's scape goat court martial.","[0.24672113, 0.6961393, 0.057139598]",1,"[0.24968351, 0.69053245, 0.059784073]",1,"[0.2379768, 0.5975671, 0.16445613]",1,"[0.2726013, 0.5156981, 0.21170063]",1,"[0.56325054, 0.18741246, 0.24933702]",0,"[0.2930128, 0.56300664, 0.14398056]",1
444,tt0048380,"mister roberts is aboard a us cargo ship, working in the pacific during the second world war. he'd do anything to leave the quiet of the ship to join in the action. trouble is, the captain of the ship, is a bit of a tyrant, and isn't willing to sign roberts' transfer requests. also on board is ensign pulver, who avoids work as best he can, whilst living off the riches of his buying and selling. roberts and the crew are in constant battle, even over the smallest of disagreements.","[0.0709301, 0.9149347, 0.014135273]",1,"[0.077224374, 0.9102718, 0.012503806]",1,"[0.121609315, 0.8358249, 0.042565815]",1,"[0.11712765, 0.84876734, 0.034105033]",1,"[0.8757779, 0.0301867, 0.09403533]",0,"[0.12829414, 0.8433991, 0.028306775]",1
445,tt0110553,"a marine is paralyzed after being shot during a training exercise, leaving his parents to fight to get him proper medical care.","[0.15050189, 0.8350662, 0.014431938]",1,"[0.14319716, 0.8428372, 0.013965659]",1,"[0.21499458, 0.74879575, 0.036209714]",1,"[0.078284934, 0.9030135, 0.01870157]",1,"[0.45586666, 0.5291995, 0.014933911]",1,"[0.055415314, 0.9394493, 0.005135396]",1
446,tt0650625,"despite everyone's disbelief that a hero making the news is actually a coldblooded killer, adrian tries to prove that a celebrity astronaut is responsible, despite an airtight alibi.","[0.26630014, 0.68969834, 0.04400153]",1,"[0.15580471, 0.8158346, 0.028360736]",1,"[0.23884918, 0.6360817, 0.12506917]",1,"[0.22226068, 0.7217273, 0.056012057]",1,"[0.46163985, 0.49031413, 0.048045997]",1,"[0.28598785, 0.6436846, 0.0703275]",1
447,tt0087747,"a russian circus visits the u.s. a clown wants to defect, but doesn't have the nerve. his saxophone playing friend however comes to the decision to defect in the middle of bloomingdales. he is befriended by the black security guard and falls in love with the italian immigrant from behind the perfume counter. we follow his life as he works his way through the american dream and tries to find work as a musician.","[0.38117436, 0.5843783, 0.034447387]",1,"[0.24183825, 0.7319776, 0.026184171]",1,"[0.3953263, 0.50667185, 0.09800184]",1,"[0.19402413, 0.7415873, 0.06438857]",1,"[0.6375446, 0.2673375, 0.095117986]",0,"[0.47106883, 0.47743246, 0.051498696]",1
448,tt0095685,"when an admiral orders the use of agent orange in vetnam, he has no idea what deadly consequences this will have on his son.","[0.23922, 0.71478826, 0.045991763]",1,"[0.17937851, 0.7976131, 0.023008417]",1,"[0.2884028, 0.5725179, 0.13907939]",1,"[0.34738034, 0.5489706, 0.10364907]",1,"[0.38808566, 0.5490762, 0.062838174]",1,"[0.22996849, 0.7247862, 0.045245323]",1
449,tt0138640,"young jonah johnson and his family move into mystic, ct. the town's local fisherman's son, schooner, quickly befriends him and the two soon discover what seems to be a 300-year old treasure map. the treasure of captain kidd that was lost in the town 3 decades earlier. while trying to evade the town's bullies, jonah and schooner keep their eye on clive steelway, a rich treasure seeker who seems to have conniving plans for the treasure and the boys.","[0.23702139, 0.6997387, 0.06323991]",1,"[0.22512603, 0.73934, 0.035534002]",1,"[0.3312286, 0.4709336, 0.19783777]",1,"[0.16838314, 0.7786561, 0.05296078]",1,"[0.6528822, 0.21812347, 0.12899429]",0,"[0.43736434, 0.24146967, 0.321166]",0
